question,type,database
Find the tweets that have been replied to by users who have retweeted tweets mentioning users followed by 'Neo4j' and contain the hashtag 'education'.,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
What is the average number of favorites for tweets that mention users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
List the tweets that have been retweeted by users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have been mentioned in the same tweets as users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Find the users who have the most common followers with users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets.,Simple Aggregation Queries,twitter
What is the average 'betweenness' centrality of users who have retweeted tweets that mention users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have been retweeted by users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
"What is the average number of followers for users who follow ""Neo4j""?",Pathfinding Queries,twitter
"Find the top 5 users with the most followers who follow ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between ""NASA's Perseverance Mars Rover"" and ""Tobias Lindaaker""?",Pathfinding Queries,twitter
"List the first 3 users who follow both ""Neo4j"" and ""Tobias Lindaaker"".",Pathfinding Queries,twitter
"Which users are located in ""Sweden"" and follow ""Neo4j""?",Pathfinding Queries,twitter
"Find the top 3 tweets with the most favorites posted by ""Neo4j"".",Pathfinding Queries,twitter
"List the first 5 hashtags used in tweets posted by users followed by ""Neo4j"".",Pathfinding Queries,twitter
"Find the tweets posted by ""Neo4j"" that mention ""Tobias Lindaaker"".",Pathfinding Queries,twitter
"What is the shortest path between the user ""Amosun BethRhema"" and the hashtag ""education""?",Pathfinding Queries,twitter
"List the first 3 users who retweeted tweets from ""Neo4j"".",Pathfinding Queries,twitter
"Find the users who are mentioned in the same tweets as ""Neo4j"".",Pathfinding Queries,twitter
"Which sources are most frequently used in tweets posted by ""Neo4j""?",Pathfinding Queries,twitter
"Find the tweets posted by users located in ""Nigeria"" that mention ""Neo4j"".",Pathfinding Queries,twitter
"List the first 3 links shared by ""Neo4j"" in their tweets.",Pathfinding Queries,twitter
"What is the shortest path between the user ""Amosun BethRhema"" and a tweet containing the hashtag ""education""?",Pathfinding Queries,twitter
"Find the users who retweeted tweets containing the hashtag ""education"" and follow ""Neo4j"".",Pathfinding Queries,twitter
"What is the average number of retweets for tweets posted by users followed by ""Neo4j""?",Pathfinding Queries,twitter
"Which users have a similarity score greater than 0.5 to ""Neo4j""?",Pathfinding Queries,twitter
"Find the top 3 tweets with the most retweets posted by users followed by ""Neo4j"".",Pathfinding Queries,twitter
"List the first 5 users who interacted with tweets from ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between a tweet containing the link ""https://twitter.com/i/web/status/13718150212657479"" and the user ""Neo4j""?",Pathfinding Queries,twitter
"Find the users who are mentioned in tweets that also mention ""Tobias Lindaaker"".",Pathfinding Queries,twitter
"What is the average number of followers for users who are similar to ""Neo4j""?",Pathfinding Queries,twitter
"Which hashtags are most frequently used by users who follow ""Neo4j""?",Pathfinding Queries,twitter
"Find the tweets posted by ""Neo4j"" that were retweeted by users located in ""Sweden"".",Pathfinding Queries,twitter
"List the first 3 users who replied to tweets from ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between a tweet using the source ""Buffer"" and the user ""Neo4j""?",Pathfinding Queries,twitter
"Find the users who retweeted tweets containing links shared by ""Neo4j"".",Pathfinding Queries,twitter
"What is the average number of favorites for tweets that reply to tweets from ""Neo4j""?",Pathfinding Queries,twitter
"Which users have the highest betweenness centrality among the followers of ""Neo4j""?",Pathfinding Queries,twitter
"Find the top 3 tweets with the most replies posted by users followed by ""Neo4j"".",Pathfinding Queries,twitter
"List the first 5 sources used in tweets that mention ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between a tweet created on 2020-12-06 and the user ""Neo4j""?",Pathfinding Queries,twitter
"Find the users who are mentioned in tweets that also mention users followed by ""Neo4j"".",Pathfinding Queries,twitter
"What is the average number of followers for users who are mentioned in the same tweets as ""Neo4j""?",Pathfinding Queries,twitter
"Which hashtags are most frequently used in tweets that are retweeted by ""Neo4j""?",Pathfinding Queries,twitter
"Find the tweets posted by users located in ""Graphs Are Everywhere"" that mention ""Tobias Lindaaker"".",Pathfinding Queries,twitter
"List the first 3 links shared by users who follow ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between a tweet containing the hashtag ""education"" and a tweet using the source ""Buffer""?",Pathfinding Queries,twitter
"Find the users who retweeted tweets posted by users similar to ""Neo4j"".",Pathfinding Queries,twitter
"What is the average number of favorites for tweets that mention users followed by ""Neo4j""?",Pathfinding Queries,twitter
"Which users have a similarity score greater than 0.8 to users followed by ""Neo4j""?",Pathfinding Queries,twitter
"Find the top 3 tweets with the most retweets that mention ""Neo4j"".",Pathfinding Queries,twitter
"List the first 5 users who interacted with tweets that mention ""Neo4j"".",Pathfinding Queries,twitter
"What is the shortest path between a tweet with more than 100 favorites and the user ""Neo4j""?",Pathfinding Queries,twitter
"Find the users who are mentioned in tweets that also mention hashtags used by ""Neo4j"".",Pathfinding Queries,twitter
"What is the average number of followers for users who are mentioned in tweets that are retweeted by ""Neo4j""?",Pathfinding Queries,twitter
